Name,Lat,Longt,Cluster,RelativeHumidity
AP071_2005_8_29.n3,34.0005,-81.0727,3,53.75
AP073_2005_8_29.n3,30.2267,-98.1958,3,40.0
AP074_2005_8_29.n3,44.7835,-93.49129999999998,0,67.66666666666667
AP075_2005_8_29.n3,51.017500000000005,-113.9955,1,23.666666666666668
AP079_2005_8_29.n3,38.2244,-85.7035,0,99.0
AP080_2005_8_29.n3,44.145,-122.5885,3,46.5
AP086_2005_8_29.n3,29.6727,-98.1157,3,43.0
AP093_2005_8_29.n3,41.32,-96.3658,0,74.75
AP095_2005_8_29.n3,41.1518,-96.0597,0,95.75
AP096_2005_8_29.n3,33.2673,-96.5327,3,36.0
AP105_2005_8_29.n3,26.5413,-80.0697,0,100.0
AP108_2005_8_29.n3,40.26833,-83.6075,3,60.0
AP109_2005_8_29.n3,43.6363,-73.7968,0,90.25
AP110_2005_8_29.n3,40.0352,-82.9913,1,17.75
AP117_2005_8_29.n3,31.786,-106.3818,3,44.25
AP119_2005_8_29.n3,42.8663,-85.8617,3,52.5
AP125_2005_8_29.n3,42.941,-86.0877,0,100.0
AP127_2005_8_29.n3,42.531,-85.8252,3,47.5
AP129_2005_8_29.n3,43.8755,-85.8422,3,55.0
AP131_2005_8_29.n3,43.2408,-84.88,3,48.0
AP132_2005_8_29.n3,43.5598,-85.7742,1,26.666666666666668
AP136_2005_8_29.n3,43.6417,-86.3293,3,53.5
AP137_2005_8_29.n3,39.5802,-105.0113,1,28.6
AP138_2005_8_29.n3,39.8847,-94.7258,3,63.25
AP139_2005_8_29.n3,36.2017,-115.26,1,13.5
AP142_2005_8_29.n3,32.8168,-96.7038,3,45.0
AP143_2005_8_29.n3,33.1634,-96.5727,3,44.0
AP146_2005_8_29.n3,28.3772,-80.713,0,87.75
AP152_2005_8_29.n3,45.3452,-93.5917,3,50.333333333333336
AP154_2005_8_29.n3,39.106,-84.8805,3,54.0
AP155_2005_8_29.n3,33.563,-95.2968,3,43.25
AP156_2005_8_29.n3,34.8635,-118.1728,1,15.0
AP159_2005_8_29.n3,35.1038,-78.99,3,57.5
AP163_2005_8_29.n3,45.0402,-92.8612,3,42.5
AP164_2005_8_29.n3,45.5878,-122.1582,3,53.0
AP167_2005_8_29.n3,40.7335,-78.9172,3,61.5
AP171_2005_8_29.n3,46.6033,-120.6905,1,21.5
AP172_2005_8_29.n3,46.98330000000001,-123.8275,0,95.0
AP183_2005_8_29.n3,30.8942,-102.8908,1,28.0
AP184_2005_8_29.n3,35.993,-80.3108,3,59.5
AP185_2005_8_29.n3,27.9435,-82.7593,3,63.75
AP187_2005_8_29.n3,36.0854,-86.9384,0,100.0
AP189_2005_8_29.n3,28.2605,-81.1443,0,88.0
AP190_2005_8_29.n3,39.634,-105.0475,1,25.5
AP192_2005_8_29.n3,36.145,-79.845,3,57.75
AP193_2005_8_29.n3,40.5017,-74.5028,0,98.5
AP194_2005_8_29.n3,39.4297,-87.6542,0,70.5
AP196_2005_8_29.n3,41.1533,-72.2883,0,79.5
AP200_2005_8_29.n3,36.60132,-121.83726000000001,0,75.75
AP201_2005_8_29.n3,37.4068,-120.8485,1,27.5
AP203_2005_8_29.n3,36.5113,-119.6817,3,36.25
AP204_2005_8_29.n3,35.2638,-120.7108,0,69.0
AP205_2005_8_29.n3,44.4735,-70.0425,0,80.0
AP207_2005_8_29.n3,44.478,-69.3438,0,83.5
AP210_2005_8_29.n3,44.633,-69.8933,0,86.5
AP214_2005_8_29.n3,42.5352,-71.468,0,92.25
AP218_2005_8_29.n3,46.1608,-100.9612,1,26.0
AP221_2005_8_29.n3,49.4017,-97.3033,3,63.75
AP223_2005_8_29.n3,35.6253,-105.4325,3,51.666666666666664
AP225_2005_8_29.n3,38.92,-95.4538,0,100.0
AP227_2005_8_29.n3,35.4525,-97.6968,3,64.75
AP233_2005_8_29.n3,38.2652,-84.681,0,100.0
AP235_2005_8_29.n3,38.94872,-84.66257,3,60.5
AP241_2005_8_29.n3,44.9271,-72.9821,3,61.5
AP243_2005_8_29.n3,45.5083,-73.5625,1,0.0
AP244_2005_8_29.n3,46.7427,-71.4388,0,76.0
AP245_2005_8_29.n3,42.246,-72.6763,0,94.75
AP248_2005_8_29.n3,42.9108,-76.9083,3,63.25
AP250_2005_8_29.n3,46.638,-111.943,1,18.333333333333332
AP253_2005_8_29.n3,35.0545,-106.54,1,25.5
AP254_2005_8_29.n3,27.8733,-82.2478,0,94.25
AP255_2005_8_29.n3,31.8287,-106.4488,1,27.25
AP258_2005_8_29.n3,38.5797,-76.9963,0,80.66666666666667
AP259_2005_8_29.n3,38.9747,-76.3342,0,82.6
AP262_2005_8_29.n3,38.4943,-76.7022,3,66.5
AP263_2005_8_29.n3,34.2992,-118.5112,1,30.25
AP264_2005_8_29.n3,39.3725,-101.0483,1,19.0
AP268_2005_8_29.n3,47.6195,-122.0455,3,57.25
AP273_2005_8_29.n3,41.5655,-71.4943,0,93.0
AP277_2005_8_29.n3,34.1543,-114.2575,1,11.25
AP278_2005_8_29.n3,44.8263,-68.7177,0,100.0
AP279_2005_8_29.n3,43.8492,-69.815,0,94.2
AP280_2005_8_29.n3,30.3597,-91.093,0,67.5
AP283_2005_8_29.n3,41.4925,-72.2758,0,100.0
AP284_2005_8_29.n3,41.491,-72.8405,0,86.33333333333333
AP286_2005_8_29.n3,40.4,-75.8333,0,99.0
AP289_2005_8_29.n3,43.2842,-73.654,0,88.0
AP292_2005_8_29.n3,40.4497,-74.4785,0,99.0
AP294_2005_8_29.n3,39.8847,-74.1738,0,86.0
AP295_2005_8_29.n3,38.6052,-77.1363,0,78.5
AP296_2005_8_29.n3,38.9767,-76.5505,0,100.0
AP302_2005_8_29.n3,18.4,-66.08,3,53.5
AP303_2005_8_29.n3,42.0312,-73.8962,0,92.0
AP307_2005_8_29.n3,39.9848,-75.3793,0,76.0
AP315_2005_8_29.n3,43.010529999999996,-79.01966999999999,1,28.5
AP319_2005_8_29.n3,43.22,-79.8552,1,10.0
AP320_2005_8_29.n3,42.9938,-80.3172,3,49.0
AP321_2005_8_29.n3,43.4043,-80.6335,1,0.0
AP324_2005_8_29.n3,38.9172,-79.494,1,0.0
AP329_2005_8_29.n3,36.73,-78.3608,3,57.0
AP340_2005_8_29.n3,36.135,-81.1733,3,52.666666666666664
AP341_2005_8_29.n3,36.0992,-81.8897,0,95.66666666666667
AP346_2005_8_29.n3,40.0208,-83.0543,3,40.75
AP350_2005_8_29.n3,39.6272,-84.2793,0,100.0
AP355_2005_8_29.n3,42.5235,-82.8774,3,43.0
AP359_2005_8_29.n3,40.6463,-111.9015,1,18.0
AP364_2005_8_29.n3,32.34581,-90.12427,3,59.25
AP370_2005_8_29.n3,26.9963,-82.3967,0,100.0
AP373_2005_8_29.n3,28.2457,-80.6145,0,91.75
AP375_2005_8_29.n3,27.584999999999997,-80.4343,3,61.0
AP377_2005_8_29.n3,42.37625,-87.99108000000001,3,53.75
AP386_2005_8_29.n3,34.0885,-84.3743,3,46.75
AP388_2005_8_29.n3,33.86335,-84.09166,0,67.4
AP390_2005_8_29.n3,33.4045,-111.5732,1,18.6
AP395_2005_8_29.n3,33.345,-84.4457,0,92.75
AP400_2005_8_29.n3,43.1438,-88.593,3,53.0
AP404_2005_8_29.n3,38.6048,-78.7855,3,66.25
AP407_2005_8_29.n3,39.1847,-74.7502,0,75.0
AP408_2005_8_29.n3,39.4922,-105.3142,1,21.75
AP414_2005_8_29.n3,44.735,-67.5018,0,100.0
AP415_2005_8_29.n3,44.2035,-70.69,0,95.6
AP422_2005_8_29.n3,44.2917,-68.342,0,68.5
AP423_2005_8_29.n3,33.991,-114.433,1,14.5
AP430_2005_8_29.n3,38.9522,-92.33,0,100.0
AP431_2005_8_29.n3,38.6717,-90.5392,3,42.5
AP445_2005_8_29.n3,44.031,-92.5327,0,100.0
AP446_2005_8_29.n3,43.9692,-92.4802,3,39.75
AP455_2005_8_29.n3,41.2862,-96.15,0,84.5
AP456_2005_8_29.n3,41.1922,-104.8368,1,13.5
AP457_2005_8_29.n3,41.428,-96.155,3,66.75
AP458_2005_8_29.n3,41.4488,-96.4847,0,77.0
AP463_2005_8_29.n3,34.7942,-86.7335,3,52.0
AP469_2005_8_29.n3,47.7355,-122.2008,3,65.5
AP473_2005_8_29.n3,48.5542,-123.4485,0,78.0
AP476_2005_8_29.n3,46.1827,-122.9583,3,37.0
AP478_2005_8_29.n3,47.6358,-117.6963,0,100.0
AP483_2005_8_29.n3,30.473,-87.2352,3,65.5
AP492_2005_8_29.n3,33.69,-114.216,1,11.5
AP499_2005_8_29.n3,30.4525,-87.2168,0,70.0
AP500_2005_8_29.n3,43.1575,-71.895,3,64.0
AP504_2005_8_29.n3,37.25,-79.93,3,60.0
AP505_2005_8_29.n3,30.665,-81.5388,0,84.0
AP506_2005_8_29.n3,38.9333,-95.2068,3,63.5
AP519_2005_8_29.n3,40.76,-74.8463,0,99.0
AP520_2005_8_29.n3,28.5763,-81.4442,0,89.5
AP521_2005_8_29.n3,34.1458,-84.1058,0,77.75
AP522_2005_8_29.n3,39.2431,-76.9983,0,79.5
AP523_2005_8_29.n3,43.6472,-116.3162,1,17.0
AP526_2005_8_29.n3,34.7122,-83.4399,0,67.0
AP530_2005_8_29.n3,24.6693,-81.3605,0,83.5
AP534_2005_8_29.n3,40.71156,-73.6417,0,79.25
AP535_2005_8_29.n3,41.9929,-71.1669,0,74.66666666666667
AP537_2005_8_29.n3,28.4845,-80.8028,0,91.0
AP541_2005_8_29.n3,33.84983,-117.87983,3,39.75
AP542_2005_8_29.n3,40.3447,-105.0997,1,20.0
AP544_2005_8_29.n3,40.3747,-75.2703,1,0.0
AP551_2005_8_29.n3,43.4522,-96.1798,3,53.0
AP554_2005_8_29.n3,39.7405,-74.2905,3,65.25
AP555_2005_8_29.n3,41.63,-72.9452,0,100.0
AP560_2005_8_29.n3,38.3915,-86.9302,0,75.0
AP561_2005_8_29.n3,38.429,-87.778,0,70.25
AP564_2005_8_29.n3,42.458,-71.1955,0,78.0
AP565_2005_8_29.n3,29.8802,-85.2142,0,86.0
AP566_2005_8_29.n3,27.9947,-81.926,0,100.0
AP567_2005_8_29.n3,42.4825,-79.3427,3,44.0
AP570_2005_8_29.n3,40.9467,-76.4522,0,72.0
AP571_2005_8_29.n3,38.115790000000004,-122.26831000000001,1,19.8
AP573_2005_8_29.n3,29.663,-82.3347,3,43.5
AP574_2005_8_29.n3,38.875370000000004,-99.31108,3,47.75
AP578_2005_8_29.n3,44.0108,-72.4833,0,87.0
AP580_2005_8_29.n3,38.6558,-87.1722,3,50.25
AP581_2005_8_29.n3,40.992,-89.45716999999999,3,53.0
AP583_2005_8_29.n3,40.778,-89.7547,0,100.0
AP588_2005_8_29.n3,34.9638,-82.7613,0,100.0
AP590_2005_8_29.n3,32.85102,-97.27486,3,38.5
AP599_2005_8_29.n3,30.1955,-85.6742,1,35.0
AP606_2005_8_29.n3,45.5083,-73.7963,0,68.66666666666667
AP611_2005_8_29.n3,40.9808,-111.9042,0,100.0
AP612_2005_8_29.n3,41.1142,-112.0618,1,18.0
AP627_2005_8_29.n3,50.149390000000004,-96.88905,0,77.0
AP638_2005_8_29.n3,30.3958,-97.6917,3,56.5
AP641_2005_8_29.n3,46.8912,-100.7778,3,42.5
AP642_2005_8_29.n3,41.2198,-96.489,0,73.0
AP647_2005_8_29.n3,29.553,-98.6247,0,100.0
AP650_2005_8_29.n3,35.63883,-78.863,0,68.5
AP651_2005_8_29.n3,31.636,-97.48,0,70.5
AP653_2005_8_29.n3,32.396,-97.7848,1,22.25
AP654_2005_8_29.n3,32.415,-97.7992,3,43.0
AP656_2005_8_29.n3,32.5677,-97.2657,3,46.75
AP674_2005_8_29.n3,42.708,-71.4453,0,78.0
AP677_2005_8_29.n3,42.0368,-97.4525,3,51.75
AP680_2005_8_29.n3,42.721,-71.4698,3,50.0
AP682_2005_8_29.n3,45.01081,-124.0061,0,100.0
AP685_2005_8_29.n3,45.6605,-122.6042,0,67.0
AP689_2005_8_29.n3,34.7245,-86.6453,3,61.0
AP690_2005_8_29.n3,34.6537,-86.5817,3,55.25
AP697_2005_8_29.n3,43.9407,-71.1292,0,96.0
AP705_2005_8_29.n3,36.5238,-82.5072,1,2.0
AP706_2005_8_29.n3,40.9253,-98.4003,3,58.75
AP707_2005_8_29.n3,39.09066,-104.75222,1,32.5
AP710_2005_8_29.n3,47.4393,-122.1808,3,51.5
AP712_2005_8_29.n3,42.7875,-71.3995,0,80.0
AP715_2005_8_29.n3,35.6253,-78.3288,3,52.5
AP718_2005_8_29.n3,33.47,-83.265,0,74.75
AP723_2005_8_29.n3,28.601,-81.1685,0,78.0
AP724_2005_8_29.n3,28.0257,-80.6837,0,96.8
AP725_2005_8_29.n3,27.9283,-80.6535,0,89.5
AP731_2005_8_29.n3,37.6453,-122.4717,0,93.0
AP732_2005_8_29.n3,43.3195,-88.1683,3,52.25
AP733_2005_8_29.n3,32.89,-95.9255,3,52.25
AP739_2005_8_29.n3,33.6393,-117.1463,1,33.5
AP741_2005_8_29.n3,39.9852,-105.1548,1,18.75
AP742_2005_8_29.n3,33.5917,-84.0502,0,84.0
AP744_2005_8_29.n3,39.876,-105.0955,1,27.5
AP747_2005_8_29.n3,33.6846,-86.5971,0,76.25
AP749_2005_8_29.n3,41.103,-75.998,0,87.0
AP752_2005_8_29.n3,40.9892,-74.3472,0,88.0
AP754_2005_8_29.n3,40.9337,-72.8833,0,79.75
AP758_2005_8_29.n3,43.97736,-124.09846999999999,0,88.75
AP760_2005_8_29.n3,38.7272,-104.7017,1,24.0
AP765_2005_8_29.n3,41.9286,-74.01951,0,93.75
AP767_2005_8_29.n3,40.8635,-74.6717,0,96.0
AP768_2005_8_29.n3,42.6,-77.7,3,38.0
AP769_2005_8_29.n3,27.8798,-81.816,0,100.0
AP771_2005_8_29.n3,44.4547,-93.1637,3,56.4
AP772_2005_8_29.n3,33.888,-84.5872,0,76.0
AP773_2005_8_29.n3,35.8997,-76.3477,0,91.5
AP774_2005_8_29.n3,30.051,-91.818,0,100.0
AP780_2005_8_29.n3,35.7087,-105.9212,3,37.0
AP782_2005_8_29.n3,33.2477,-97.1427,3,43.0
AP785_2005_8_29.n3,30.891,-98.4265,3,61.5
AP786_2005_8_29.n3,29.8645,-95.6333,3,52.25
AP787_2005_8_29.n3,29.6653,-95.4913,3,39.0
AP794_2005_8_29.n3,41.9435,-71.3653,0,87.0
AP802_2005_8_29.n3,34.5397,-85.6118,0,92.0
AP803_2005_8_29.n3,36.9822,-122.0153,3,66.5
AP806_2005_8_29.n3,46.1517,-122.98,3,64.75
AP807_2005_8_29.n3,39.0648,-74.7792,0,80.0
AP808_2005_8_29.n3,28.2593,-82.6877,0,82.0
AP809_2005_8_29.n3,28.3083,-82.6745,0,82.0
AP811_2005_8_29.n3,40.748,-73.7655,0,70.75
AP812_2005_8_29.n3,44.4207,-80.0782,3,35.25
AP813_2005_8_29.n3,44.0617,-80.3175,3,65.0
AP816_2005_8_29.n3,43.1777,-78.988,1,31.5
AP818_2005_8_29.n3,45.0868,-76.0043,3,60.0
AP824_2005_8_29.n3,34.4883,-97.9593,3,51.25
AP827_2005_8_29.n3,42.9897,-85.3715,0,68.0
AP828_2005_8_29.n3,42.9852,-83.6863,1,34.0
AP830_2005_8_29.n3,39.0357,-94.71621999999998,0,71.0
AP831_2005_8_29.n3,41.2267,-85.84,3,40.25
AP832_2005_8_29.n3,39.0678,-86.6275,3,60.5
AP833_2005_8_29.n3,42.341,-88.44,3,65.25
AP834_2005_8_29.n3,20.8552,-156.3148,0,78.0
AP836_2005_8_29.n3,38.886,-92.4427,3,58.5
AP837_2005_8_29.n3,27.9518,-81.7805,0,100.0
AP838_2005_8_29.n3,29.6862,-98.5158,3,41.0
AP840_2005_8_29.n3,39.4325,-105.4423,1,34.75
AP844_2005_8_29.n3,31.7276,-109.728,3,37.0
AP847_2005_8_29.n3,42.4308,-71.3953,3,64.25
AP850_2005_8_29.n3,43.83,-75.6187,0,69.25
AP851_2005_8_29.n3,39.3585,-76.06116999999999,0,100.0
AP852_2005_8_29.n3,36.7697,-80.4015,0,72.0
AP854_2005_8_29.n3,26.123,-80.262,0,73.25
AP858_2005_8_29.n3,30.4558,-91.2057,3,50.25
AP860_2005_8_29.n3,32.3305,-89.9778,3,56.333333333333336
AP864_2005_8_29.n3,38.36923,-99.01515,3,53.75
AP871_2005_8_29.n3,44.5685,-93.13,3,53.0
AP872_2005_8_29.n3,44.0962,-92.4942,3,66.5
AP875_2005_8_29.n3,39.941720000000004,-84.93795,0,100.0
AP877_2005_8_29.n3,41.1352,-81.6042,1,32.0
AP878_2005_8_29.n3,41.715090000000004,-87.7282,3,57.75
AP879_2005_8_29.n3,40.9513,-90.3897,3,62.0
AP885_2005_8_29.n3,47.4,-122.0062,3,61.0
AP887_2005_8_29.n3,46.488170000000004,-124.04547,0,85.5
AP888_2005_8_29.n3,45.698,-122.6883,0,100.0
AP890_2005_8_29.n3,45.3895,-117.2375,1,24.75
AP892_2005_8_29.n3,44.2333,-120.8208,1,19.5
AP893_2005_8_29.n3,37.8583,-120.2125,1,24.5
AP894_2005_8_29.n3,37.3242,-120.5918,1,14.25
AP895_2005_8_29.n3,37.635740000000006,-122.12591,3,65.75
AP896_2005_8_29.n3,36.2895,-119.149,0,100.0
AP901_2005_8_29.n3,34.6022,-120.0947,3,51.5
AP902_2005_8_29.n3,34.5648,-118.10769999999998,1,23.0
AP904_2005_8_29.n3,34.3683,-117.4082,1,17.75
AP911_2005_8_29.n3,34.405,-86.8003,0,91.25
AP912_2005_8_29.n3,40.5399,-104.78394,1,27.75
AP913_2005_8_29.n3,34.3688,-84.3262,0,74.5
AP917_2005_8_29.n3,45.75050000000001,-108.569,1,16.666666666666668
AP918_2005_8_29.n3,37.921170000000004,-91.43783,1,31.0
AP952_2005_8_29.n3,43.2255,-71.7047,0,97.0
AP957_2005_8_29.n3,30.386,-84.2313,0,92.66666666666667
AP978_2005_8_29.n3,31.2328,-86.1408,0,80.0
AP981_2005_8_29.n3,30.4888,-86.4264,3,66.5
AP984_2005_8_29.n3,39.2147,-84.551,1,24.0
AP985_2005_8_29.n3,39.5,-86.7833,3,59.75
AP986_2005_8_29.n3,40.3333,-86.0167,3,52.75
AP989_2005_8_29.n3,46.1693,-90.9808,3,65.25
AP991_2005_8_29.n3,47.3542,-102.7532,1,28.75
AP993_2005_8_29.n3,29.8545,-96.5272,1,17.5
AP996_2005_8_29.n3,31.0717,-98.2067,3,58.0
APLT2_2005_8_29.n3,31.7425,-95.5717,0,69.0
APOW3_2005_8_29.n3,46.9297,-90.7525,3,63.0
AR040_2005_8_29.n3,40.3047,-80.0713,1,20.25
AR042_2005_8_29.n3,-35.1,149.34,3,61.0
AR043_2005_8_29.n3,27.2728,-80.2733,0,77.0
AR044_2005_8_29.n3,40.0858,-104.8115,1,13.75
AR051_2005_8_29.n3,33.4323,-111.7032,1,6.75
AR068_2005_8_29.n3,42.4197,-71.689,0,96.0
AR069_2005_8_29.n3,45.1632,-109.273,1,13.0
AR071_2005_8_29.n3,34.281,-86.2361,3,63.25
AR072_2005_8_29.n3,40.74333,-73.33755,0,80.25
AR073_2005_8_29.n3,43.6817,-70.1702,3,60.75
AR074_2005_8_29.n3,40.8427,-74.6583,0,91.75
AR075_2005_8_29.n3,40.15,-75.2372,0,93.5
AR076_2005_8_29.n3,42.0902,-80.1728,3,49.5
AR100_2005_8_29.n3,42.5387,-70.9802,3,45.5
AR104_2005_8_29.n3,36.1255,-78.5512,3,51.75
AR105_2005_8_29.n3,27.8961,-97.1394,3,53.75
AR106_2005_8_29.n3,37.0752,-119.4285,1,33.5
AR115_2005_8_29.n3,44.0555,-123.085,1,25.0
AR135_2005_8_29.n3,35.1007,-106.3403,1,30.5
AR136_2005_8_29.n3,45.01448,-122.77471000000001,3,39.25
AR138_2005_8_29.n3,34.4512,-114.3723,1,10.0
AR144_2005_8_29.n3,33.83039,-118.04743,3,59.0
AR146_2005_8_29.n3,39.6747,-105.4183,1,24.0
AR148_2005_8_29.n3,38.74028,-108.09083000000001,1,23.25
AR157_2005_8_29.n3,28.4968,-81.5038,0,76.0
AR159_2005_8_29.n3,32.2185,-110.7677,1,16.75
AR161_2005_8_29.n3,33.28232,-110.8212,1,22.0
AR162_2005_8_29.n3,36.0862,-79.2793,3,64.0
AR164_2005_8_29.n3,38.1838,-120.54,1,23.0
AR165_2005_8_29.n3,34.3493,-111.143,1,29.0
AR170_2005_8_29.n3,33.2705,-96.9925,0,100.0
AR171_2005_8_29.n3,39.3438,-77.2475,0,78.0
AR172_2005_8_29.n3,37.0023,-121.9363,0,87.5
AR178_2005_8_29.n3,42.1162,-80.007,3,37.0
AR180_2005_8_29.n3,34.204,-118.138,1,18.25
AR181_2005_8_29.n3,34.1428,-117.9458,1,20.25
AR183_2005_8_29.n3,47.8975,-122.5297,0,89.75
AR184_2005_8_29.n3,46.3168,-106.7042,1,13.25
AR188_2005_8_29.n3,27.9042,-82.3238,0,74.25
AR189_2005_8_29.n3,30.388,-98.0813,3,35.5
AR191_2005_8_29.n3,34.7433,-86.5322,0,67.75
AR194_2005_8_29.n3,33.0093,-97.6977,3,49.75
AR200_2005_8_29.n3,47.143,-122.4208,3,65.5
